fecha_orig	Arroyo	Calatayud	Mendavia	Miranda	fecha	Logroño	fecha	Tudela	fecha
2000-09-24 00:00:00	9	0,83	21,8	                	2001-05-23 00:00:00	226,62	2008-03-23 00:00:00	93	2008-07-09 00:00:00
2000-09-25 00:00:00	8,85	0,75	21	                	2001-05-24 00:00:00	218,14	2008-03-24 00:00:00	82	2008-07-10 00:00:00
2000-09-26 00:00:00	9	0,74	20,4	                	2001-05-25 00:00:00	468,75	2008-03-25 00:00:00	72	2008-07-11 00:00:00
2000-09-27 00:00:00	8,98	0,68	19,7	                	2001-05-26 00:00:00	573,99	2008-03-26 00:00:00	80	2008-07-12 00:00:00
2000-09-28 00:00:00	9,01	0,5	23,8	                	2001-05-27 00:00:00	367,25	2008-03-27 00:00:00	111	2008-07-13 00:00:00
2000-09-29 00:00:00	8,98	0,55	17,8	                	2001-05-28 00:00:00	479,45	2008-03-28 00:00:00	125	2008-07-14 00:00:00
2000-09-30 00:00:00	9	0,56	20,3	                	2001-05-29 00:00:00	439,62	2008-03-29 00:00:00	123	2008-07-15 00:00:00
2000-10-01 00:00:00	9	0,61	18,5	                	2001-05-30 00:00:00	266,5	2008-03-30 00:00:00	113	2008-07-16 00:00:00
2000-10-02 00:00:00	9	0,7	23,9	                	2001-05-31 00:00:00	223,97	2008-03-31 00:00:00	108	2008-07-17 00:00:00
2000-10-03 00:00:00	8	0,72	20,8	                	2001-06-01 00:00:00	175,75	2008-04-01 00:00:00	143	2008-07-18 00:00:00
2000-10-04 00:00:00	6,52	0,71	19,2	                	2001-06-02 00:00:00	222,9	2008-04-02 00:00:00	140	2008-07-19 00:00:00
2000-10-05 00:00:00	6,51	0,69	20,8	                	2001-06-03 00:00:00	208,27	2008-04-03 00:00:00	125	2008-07-20 00:00:00
2000-10-06 00:00:00	6,45	0,54	20	                	2001-06-04 00:00:00	168	2008-04-04 00:00:00	117	2008-07-21 00:00:00
2000-10-07 00:00:00	6,76	0,49	20,2	                	2001-06-05 00:00:00	135,5	2008-04-05 00:00:00	117	2008-07-22 00:00:00
2000-10-08 00:00:00	6,76	0,56	19,7	                	2001-06-06 00:00:00	85,63	2008-04-06 00:00:00	124	2008-07-23 00:00:00
2000-10-09 00:00:00	6,76	0,59	19,5	                	2001-06-07 00:00:00	69,16	2008-04-07 00:00:00	116	2008-07-24 00:00:00
2000-10-10 00:00:00	6,76	0,63	20,5	                	2001-06-08 00:00:00	66,58	2008-04-08 00:00:00	120	2008-07-25 00:00:00
2000-10-11 00:00:00	6,76	0,69	22	                	2001-06-09 00:00:00	84,84	2008-04-09 00:00:00	116	2008-07-26 00:00:00
2000-10-12 00:00:00	6,76	1,08	27,3	51	2001-06-10 00:00:00	98,51	2008-04-10 00:00:00	113	2008-07-27 00:00:00
2000-10-13 00:00:00	6,76	1,2	32,3	                	2001-06-11 00:00:00	194,34	2008-04-11 00:00:00	113	2008-07-28 00:00:00
2000-10-14 00:00:00	6,76	1,09	47	                	2001-06-12 00:00:00	259,68	2008-04-12 00:00:00	112	2008-07-29 00:00:00
2000-10-15 00:00:00	6,76	1,32	33,9	                	2001-06-13 00:00:00	197,88	2008-04-13 00:00:00	110	2008-07-30 00:00:00
2000-10-16 00:00:00	5,11	1,4	47,5	                	2001-06-14 00:00:00	180,32	2008-04-14 00:00:00	110	2008-07-31 00:00:00
2000-10-17 00:00:00	2,66	1,53	56,3	                	2001-06-15 00:00:00	170,06	2008-04-15 00:00:00	103	2008-08-01 00:00:00
2000-10-18 00:00:00	2,64	1,82	55,4	                	2001-06-16 00:00:00	148,16	2008-04-16 00:00:00	101	2008-08-02 00:00:00
2000-10-19 00:00:00	2,65	1,74	43,5	                	2001-06-17 00:00:00	108,57	2008-04-17 00:00:00	98	2008-08-03 00:00:00
2000-10-20 00:00:00	2,78	1,92	23	                	2001-06-18 00:00:00	107,62	2008-04-18 00:00:00	99	2008-08-04 00:00:00
2000-10-21 00:00:00	2,78	2,66	26,9	                	2001-06-19 00:00:00	143,72	2008-04-19 00:00:00	94	2008-08-05 00:00:00
2000-10-22 00:00:00	2,78	2,67	27,9	                	2001-06-20 00:00:00	170,08	2008-04-20 00:00:00	98	2008-08-06 00:00:00
2000-10-23 00:00:00	1,79	3,47	62,7	                	2001-06-21 00:00:00	168,51	2008-04-21 00:00:00	97	2008-08-07 00:00:00
2000-10-24 00:00:00	1,1	5,59	58,3	                	2001-06-22 00:00:00	192,83	2008-04-22 00:00:00	94	2008-08-08 00:00:00
2000-10-25 00:00:00	1,1	4,36	32,5	                	2001-06-23 00:00:00	176,31	2008-04-23 00:00:00	94	2008-08-09 00:00:00
2000-10-26 00:00:00	1,1	4,16	27,5	                	2001-06-24 00:00:00	160,99	2008-04-24 00:00:00	97	2008-08-10 00:00:00
2000-10-27 00:00:00	1,02	3,86	22,1	                	2001-06-25 00:00:00	163,44	2008-04-25 00:00:00	99	2008-08-11 00:00:00
2000-10-28 00:00:00	1	3,7	22,8	                	2001-06-26 00:00:00	130,76	2008-04-26 00:00:00	95	2008-08-12 00:00:00
2000-10-29 00:00:00	0,95	3,7	19,6	                	2001-06-27 00:00:00	101,94	2008-04-27 00:00:00	89	2008-08-13 00:00:00
2000-10-30 00:00:00	0,93	3,56	22,6	                	2001-06-28 00:00:00	86,9	2008-04-28 00:00:00	90	2008-08-14 00:00:00
2000-10-31 00:00:00	0,9	3,44	22,3	                	2001-06-29 00:00:00	80,94	2008-04-29 00:00:00	88	2008-08-15 00:00:00
2000-11-01 00:00:00	0,9	3,44	36,7	                	2001-06-30 00:00:00	76,87	2008-04-30 00:00:00	99	2008-08-16 00:00:00
2000-11-02 00:00:00	0,9	3,5	35,8	                	2001-07-01 00:00:00	72,25	2008-05-01 00:00:00	104	2008-08-17 00:00:00
2000-11-03 00:00:00	0,9	3,44	41	                	2001-07-02 00:00:00	67,66	2008-05-02 00:00:00	102	2008-08-18 00:00:00
2000-11-04 00:00:00	0,84	3,44	45,2	                	2001-07-03 00:00:00	67,5	2008-05-03 00:00:00	93	2008-08-19 00:00:00
2000-11-05 00:00:00	0,85	3,49	43,2	                	2001-07-04 00:00:00	66,98	2008-05-04 00:00:00	95	2008-08-20 00:00:00
2000-11-06 00:00:00	0,9	4,15	62,8	                	2001-07-05 00:00:00	61,69	2008-05-05 00:00:00	93	2008-08-21 00:00:00
2000-11-07 00:00:00	0,87	4,32	114,5	                	2001-07-06 00:00:00	68,25	2008-05-06 00:00:00	87	2008-08-22 00:00:00
2000-11-08 00:00:00	0,84	4	80,8	                	2001-07-07 00:00:00	68,15	2008-05-07 00:00:00	102	2008-08-23 00:00:00
2000-11-09 00:00:00	0,84	3,81	64,9	                	2001-07-08 00:00:00	65,33	2008-05-08 00:00:00	101	2008-08-24 00:00:00
2000-11-10 00:00:00	0,84	3,71	45,7	                	2001-07-09 00:00:00	71,39	2008-05-09 00:00:00	93	2008-08-25 00:00:00
2000-11-11 00:00:00	0,84	3,7	37,8	                	2001-07-10 00:00:00	166,72	2008-05-10 00:00:00	91	2008-08-26 00:00:00
2000-11-12 00:00:00	0,85	3,69	28,6	                	2001-07-11 00:00:00	449,01	2008-05-11 00:00:00	94	2008-08-27 00:00:00
2000-11-13 00:00:00	0,85	3,7	27,8	                	2001-07-12 00:00:00	421	2008-05-12 00:00:00	94	2008-08-28 00:00:00
2000-11-14 00:00:00	0,84	3,68	53,7	                	2001-07-13 00:00:00	291,88	2008-05-13 00:00:00	92	2008-08-29 00:00:00
2000-11-15 00:00:00	0,97	3,6	86	                	2001-07-14 00:00:00	265,45	2008-05-14 00:00:00	92	2008-08-30 00:00:00
2000-11-16 00:00:00	1,1	3,5	67	                	2001-07-15 00:00:00	271,4	2008-05-15 00:00:00	93	2008-08-31 00:00:00
2000-11-17 00:00:00	1,1	3,44	51,7	                	2001-07-16 00:00:00	219,62	2008-05-16 00:00:00	94	2008-09-01 00:00:00
2000-11-18 00:00:00	1,1	3,44	42,3	                	2001-07-17 00:00:00	198,43	2008-05-17 00:00:00	89	2008-09-02 00:00:00
2000-11-19 00:00:00	1,1	3,53	90,3	                	2001-07-18 00:00:00	190,73	2008-05-18 00:00:00	86	2008-09-03 00:00:00
2000-11-20 00:00:00	1,1	3,69	110,5	56,3	2001-07-19 00:00:00	181,33	2008-05-19 00:00:00	90	2008-09-04 00:00:00
2000-11-21 00:00:00	1,1	3,7	124,6	62,6	2001-07-20 00:00:00	181,04	2008-05-20 00:00:00	97	2008-09-05 00:00:00
2000-11-22 00:00:00	1,1	3,7	102,2	                	2001-07-21 00:00:00	171,8	2008-05-21 00:00:00	101	2008-09-06 00:00:00
2000-11-23 00:00:00	1,12	3,95	111,2	                	2001-07-22 00:00:00	173,04	2008-05-22 00:00:00	107	2008-09-07 00:00:00
2000-11-24 00:00:00	1,1	4,06	253,8	                	2001-07-23 00:00:00	175,63	2008-05-23 00:00:00	106	2008-09-08 00:00:00
2000-11-25 00:00:00	1,1	4,09	213,6	                	2001-07-24 00:00:00	218,22	2008-05-24 00:00:00	107	2008-09-09 00:00:00
2000-11-26 00:00:00	1,1	3,96	186,8	                	2001-07-25 00:00:00	346,82	2008-05-25 00:00:00	120	2008-09-10 00:00:00
2000-11-27 00:00:00	1,1	3,93	157,2	                	2001-07-26 00:00:00	299,5	2008-05-26 00:00:00	121	2008-09-11 00:00:00
2000-11-28 00:00:00	1,1	3,87	130,2	                	2001-07-27 00:00:00	268,23	2008-05-27 00:00:00	120	2008-09-12 00:00:00
2000-11-29 00:00:00	1,1	3,7	114,2	58,4	2001-07-28 00:00:00	241,49	2008-05-28 00:00:00	109	2008-09-13 00:00:00
2000-11-30 00:00:00	1,1	3,8	108,6	                	2001-07-29 00:00:00	224,37	2008-05-29 00:00:00	113	2008-09-14 00:00:00
2000-12-01 00:00:00	1,1	4,01	89,4	                	2001-07-30 00:00:00	202,88	2008-05-30 00:00:00	112	2008-09-15 00:00:00
2000-12-02 00:00:00	1,1	4,04	83,1	                	2001-07-31 00:00:00	195,21	2008-05-31 00:00:00	113	2008-09-16 00:00:00
2000-12-03 00:00:00	1,1	4,35	93,2	                	2001-08-01 00:00:00	413,13	2008-06-01 00:00:00	106	2008-09-17 00:00:00
2000-12-04 00:00:00	1,1	4,6	101,3	51,8	2001-08-02 00:00:00	994,9	2008-06-02 00:00:00	113	2008-09-18 00:00:00
2000-12-05 00:00:00	1,01	4,62	92	                	2001-08-03 00:00:00	751,65	2008-06-03 00:00:00	108	2008-09-19 00:00:00
2000-12-06 00:00:00	1	4,32	84,1	                	2001-08-04 00:00:00	492,98	2008-06-04 00:00:00	108	2008-09-20 00:00:00
2000-12-07 00:00:00	1	4,31	87,4	                	2001-08-05 00:00:00	386,28	2008-06-05 00:00:00	108	2008-09-21 00:00:00
2000-12-08 00:00:00	1	4,1	123,5	                	2001-08-06 00:00:00	328,83	2008-06-06 00:00:00	105	2008-09-22 00:00:00
2000-12-09 00:00:00	1	4,06	153,2	                	2001-08-07 00:00:00	241,44	2008-06-07 00:00:00	106	2008-09-23 00:00:00
2000-12-10 00:00:00	1	4,15	135,3	                	2001-08-08 00:00:00	215,17	2008-06-08 00:00:00	111	2008-09-24 00:00:00
2000-12-11 00:00:00	1	4,1	105,7	                	2001-08-09 00:00:00	205,12	2008-06-09 00:00:00	108	2008-09-25 00:00:00
2000-12-12 00:00:00	1	4,07	92	                	2001-08-10 00:00:00	255,82	2008-06-10 00:00:00	104	2008-09-26 00:00:00
2000-12-13 00:00:00	0,94	3,97	86,5	51	2001-08-11 00:00:00	312,59	2008-06-11 00:00:00	107	2008-09-27 00:00:00
2000-12-14 00:00:00	0,99	4,06	69	65,1	2001-08-12 00:00:00	327,5	2008-06-12 00:00:00	108	2008-09-28 00:00:00
2000-12-15 00:00:00	1	4,06	67	57,1	2001-08-13 00:00:00	289,06	2008-06-13 00:00:00	110	2008-09-29 00:00:00
2000-12-16 00:00:00	1	4,09	72,5	51	2001-08-14 00:00:00	248,72	2008-06-14 00:00:00	105	2008-09-30 00:00:00
2000-12-17 00:00:00	1	4,11	84,3	                	2001-08-15 00:00:00	217,88	2008-06-15 00:00:00	102	2008-10-01 00:00:00
2000-12-18 00:00:00	0,97	3,85	79,7	61,6	2001-08-16 00:00:00	156,42	2008-06-16 00:00:00	102	2008-10-02 00:00:00
2000-12-19 00:00:00	0,9	3,74	71,3	56,3	2001-08-17 00:00:00	59,4	2008-06-17 00:00:00	97	2008-10-03 00:00:00
2000-12-20 00:00:00	0,96	3,99	58,2	                	2001-08-18 00:00:00	60,59	2008-06-18 00:00:00	105	2008-10-04 00:00:00
2000-12-21 00:00:00	1	3,96	55,1	                	2001-08-19 00:00:00	126,3	2008-06-19 00:00:00	103	2008-10-05 00:00:00
2000-12-22 00:00:00	0,91	3,92	52,9	                	2001-08-20 00:00:00	178,45	2008-06-20 00:00:00	107	2008-10-06 00:00:00
2000-12-23 00:00:00	0,9	4,28	57,3	                	2001-08-21 00:00:00	155,9	2008-06-21 00:00:00	107	2008-10-07 00:00:00
2000-12-24 00:00:00	0,9	4,46	49,3	                	2001-08-22 00:00:00	128,47	2008-06-22 00:00:00	123	2008-10-08 00:00:00
2000-12-25 00:00:00	0,9	4,91	55,7	                	2001-08-23 00:00:00	104,14	2008-06-23 00:00:00	130	2008-10-09 00:00:00
2000-12-26 00:00:00	0,9	5,06	56,2	                	2001-08-24 00:00:00	103,2	2008-06-24 00:00:00	116	2008-10-10 00:00:00
2000-12-27 00:00:00	0,9	5,29	60,2	                	2001-08-25 00:00:00	89,63	2008-06-25 00:00:00	90	2008-10-11 00:00:00
2000-12-28 00:00:00	0,9	5,25	69,5	                	2001-08-26 00:00:00	57,82	2008-06-26 00:00:00	78	2008-10-12 00:00:00
2000-12-29 00:00:00	1	5,38	82,4	                	2001-08-27 00:00:00	57,89	2008-06-27 00:00:00	72	2008-10-13 00:00:00
2000-12-30 00:00:00	1,06	6,29	127,7	                	2001-08-28 00:00:00	58,79	2008-06-28 00:00:00	65	2008-10-14 00:00:00
2000-12-31 00:00:00	1,01	6,98	183,6	                	2001-08-29 00:00:00	59,76	2008-06-29 00:00:00	60	2008-10-15 00:00:00
2001-01-01 00:00:00	1,11	6,37	188,5	                	2001-08-30 00:00:00	60,77	2008-06-30 00:00:00	57	2008-10-16 00:00:00
2001-01-02 00:00:00	1,09	5,88	206,6	                	2001-08-31 00:00:00	63,28	2008-07-01 00:00:00	62	2008-10-17 00:00:00
2001-01-03 00:00:00	1,02	5,76	230,4	                	2001-09-01 00:00:00	                	2008-07-02 00:00:00	56	2008-10-18 00:00:00
2001-01-04 00:00:00	1,07	5,58	200	                	2001-09-02 00:00:00	50,76	2008-07-03 00:00:00	53	2008-10-19 00:00:00
2001-01-05 00:00:00	1,07	5,71	228,3	                	2001-09-03 00:00:00	                	2008-07-04 00:00:00	55	2008-10-20 00:00:00
2001-01-06 00:00:00	1,1	6,01	297	                	2001-09-04 00:00:00	58,31	2008-07-05 00:00:00	57	2008-10-21 00:00:00
2001-01-07 00:00:00	1,1	11,74	325,1	                	2001-09-05 00:00:00	61,37	2008-07-06 00:00:00	58	2008-10-22 00:00:00
2001-01-08 00:00:00	1,1	8,21	263	                	2001-09-06 00:00:00	56,78	2008-07-07 00:00:00	69	2008-10-23 00:00:00
2001-01-09 00:00:00	1,1	6,79	231,5	                	2001-09-07 00:00:00	70,34	2008-07-08 00:00:00	94	2008-10-24 00:00:00
2001-01-10 00:00:00	1,1	6,26	199,7	                	2001-09-08 00:00:00	60,09	2008-07-09 00:00:00	90	2008-10-25 00:00:00
2001-01-11 00:00:00	1,1	5,98	169,9	                	2001-09-09 00:00:00	56,65	2008-07-10 00:00:00	66	2008-10-26 00:00:00
2001-01-12 00:00:00	1,1	6,05	183,1	                	2001-09-10 00:00:00	62,89	2008-07-11 00:00:00	57	2008-10-27 00:00:00
2001-01-13 00:00:00	1,1	6,18	208,8	                	2001-09-11 00:00:00	62,28	2008-07-12 00:00:00	47	2008-10-28 00:00:00
2001-01-14 00:00:00	1,1	5,97	195,4	                	2001-09-12 00:00:00	62,46	2008-07-13 00:00:00	52	2008-10-29 00:00:00
2001-01-15 00:00:00	1,03	5,7	168,2	                	2001-09-13 00:00:00	59,24	2008-07-14 00:00:00	88	2008-10-30 00:00:00
2001-01-16 00:00:00	1	5,7	151	                	2001-09-14 00:00:00	59,68	2008-07-15 00:00:00	146	2008-10-31 00:00:00
2001-01-17 00:00:00	1	5,82	135,2	                	2001-09-15 00:00:00	61,81	2008-07-16 00:00:00	156	2008-11-01 00:00:00
2001-01-18 00:00:00	1,18	5,76	112,6	                	2001-09-16 00:00:00	63,05	2008-07-17 00:00:00	222	2008-11-02 00:00:00
2001-01-19 00:00:00	1,19	5,8	123,1	                	2001-09-17 00:00:00	63,12	2008-07-18 00:00:00	324	2008-11-03 00:00:00
2001-01-20 00:00:00	1,19	5,87	115,7	                	2001-09-18 00:00:00	59	2008-07-19 00:00:00	424	2008-11-04 00:00:00
2001-01-21 00:00:00	1,19	5,86	120,1	                	2001-09-19 00:00:00	57,22	2008-07-20 00:00:00	375	2008-11-05 00:00:00
2001-01-22 00:00:00	1,19	5,72	118,6	                	2001-09-20 00:00:00	57,86	2008-07-21 00:00:00	258	2008-11-06 00:00:00
2001-01-23 00:00:00	1,19	5,6	99,2	                	2001-09-21 00:00:00	54,38	2008-07-22 00:00:00	382	2008-11-07 00:00:00
2001-01-24 00:00:00	1,19	5,63	97,3	                	2001-09-22 00:00:00	63,13	2008-07-23 00:00:00	258	2008-11-08 00:00:00
2001-01-25 00:00:00	1,24	6,2	122,9	                	2001-09-23 00:00:00	60,53	2008-07-24 00:00:00	198	2008-11-09 00:00:00
2001-01-26 00:00:00	1,29	6,69	170,8	                	2001-09-24 00:00:00	63,18	2008-07-25 00:00:00	155	2008-11-10 00:00:00
2001-01-27 00:00:00	1,21	9,03	202,5	                	2001-09-25 00:00:00	63,2	2008-07-26 00:00:00	142	2008-11-11 00:00:00
2001-01-28 00:00:00	1,28	13,32	242,8	                	2001-09-26 00:00:00	62,41	2008-07-27 00:00:00	134	2008-11-12 00:00:00
2001-01-29 00:00:00	1,59	11,12	361,6	                	2001-09-27 00:00:00	63,22	2008-07-28 00:00:00	126	2008-11-13 00:00:00
2001-01-30 00:00:00	1,3	9,49	807,7	                	2001-09-28 00:00:00	63,23	2008-07-29 00:00:00	190	2008-11-14 00:00:00
2001-01-31 00:00:00	1,38	8,46	547,9	                	2001-09-29 00:00:00	61,15	2008-07-30 00:00:00	225	2008-11-15 00:00:00
2001-02-01 00:00:00	1,29	7,67	741,1	                	2001-09-30 00:00:00	58,15	2008-07-31 00:00:00	186	2008-11-16 00:00:00
2001-02-02 00:00:00	1,19	7,14	928,8	                	2001-10-01 00:00:00	63,28	2008-08-01 00:00:00	177	2008-11-17 00:00:00
2001-02-03 00:00:00	1,19	7,13	453,4	                	2001-10-02 00:00:00	63,29	2008-08-02 00:00:00	156	2008-11-18 00:00:00
2001-02-04 00:00:00	1,19	6,8	302,3	                	2001-10-03 00:00:00	60,85	2008-08-03 00:00:00	139	2008-11-19 00:00:00
2001-02-05 00:00:00	1,12	6,61	245	                	2001-10-04 00:00:00	63,25	2008-08-04 00:00:00	238	2008-11-20 00:00:00
2001-02-06 00:00:00	1,09	6,43	212,1	                	2001-10-05 00:00:00	53,24	2008-08-05 00:00:00	234	2008-11-21 00:00:00
2001-02-07 00:00:00	1,37	6,31	194,1	                	2001-10-06 00:00:00	46,04	2008-08-06 00:00:00	200	2008-11-22 00:00:00
2001-02-08 00:00:00	1,13	6,63	283,3	                	2001-10-07 00:00:00	46,03	2008-08-07 00:00:00	313	2008-11-23 00:00:00
2001-02-09 00:00:00	1,1	7,09	316,8	                	2001-10-08 00:00:00	46,04	2008-08-08 00:00:00	513	2008-11-24 00:00:00
2001-02-10 00:00:00	1,1	6,9	239,3	                	2001-10-09 00:00:00	45,8	2008-08-09 00:00:00	724	2008-11-25 00:00:00
2001-02-11 00:00:00	1,1	6,57	204,8	                	2001-10-10 00:00:00	45,76	2008-08-10 00:00:00	683	2008-11-26 00:00:00
2001-02-12 00:00:00	1,16	6,28	191,8	                	2001-10-11 00:00:00	49,11	2008-08-11 00:00:00	475	2008-11-27 00:00:00
2001-02-13 00:00:00	1,19	6,18	168,3	                	2001-10-12 00:00:00	63,19	2008-08-12 00:00:00	345	2008-11-28 00:00:00
2001-02-14 00:00:00	1,19	6,26	148,2	                	2001-10-13 00:00:00	63,19	2008-08-13 00:00:00	292	2008-11-29 00:00:00
2001-02-15 00:00:00	1,19	6,24	139,5	                	2001-10-14 00:00:00	63,29	2008-08-14 00:00:00	244	2008-11-30 00:00:00
2001-02-16 00:00:00	1,22	6,16	136,8	                	2001-10-15 00:00:00	63,13	2008-08-15 00:00:00	225	2008-12-01 00:00:00
2001-02-17 00:00:00	1,38	6,18	131,5	                	2001-10-16 00:00:00	63,24	2008-08-16 00:00:00	207	2008-12-02 00:00:00
2001-02-18 00:00:00	1,37	6,21	124,6	                	2001-10-17 00:00:00	63,22	2008-08-17 00:00:00	216	2008-12-03 00:00:00
2001-02-19 00:00:00	1,29	6,2	121,6	                	2001-10-18 00:00:00	57,44	2008-08-18 00:00:00	246	2008-12-04 00:00:00
2001-02-20 00:00:00	1,29	6,18	98,7	                	2001-10-19 00:00:00	63,19	2008-08-19 00:00:00	441	2008-12-05 00:00:00
2001-02-21 00:00:00	1,29	6,18	80,6	                	2001-10-20 00:00:00	63,26	2008-08-20 00:00:00	687	2008-12-06 00:00:00
2001-02-22 00:00:00	1,24	6	90,2	                	2001-10-21 00:00:00	63,17	2008-08-21 00:00:00	627	2008-12-07 00:00:00
2001-02-23 00:00:00	1,28	5,87	86,1	                	2001-10-22 00:00:00	63,15	2008-08-22 00:00:00	599	2008-12-08 00:00:00
2001-02-24 00:00:00	1,29	5,92	86,7	                	2001-10-23 00:00:00	63,19	2008-08-23 00:00:00	594	2008-12-09 00:00:00
2001-02-25 00:00:00	1,29	5,98	87,3	                	2001-10-24 00:00:00	63,33	2008-08-24 00:00:00	721	2008-12-10 00:00:00
2001-02-26 00:00:00	1,29	5,95	81,1	                	2001-10-25 00:00:00	63,29	2008-08-25 00:00:00	782	2008-12-11 00:00:00
2001-02-27 00:00:00	1,29	5,99	82,1	                	2001-10-26 00:00:00	63,26	2008-08-26 00:00:00	737	2008-12-12 00:00:00
2001-02-28 00:00:00	1,29	5,91	70,4	                	2001-10-27 00:00:00	51,53	2008-08-27 00:00:00	597	2008-12-13 00:00:00
2001-03-01 00:00:00	1,69	5,78	81,1	                	2001-10-28 00:00:00	46,02	2008-08-28 00:00:00	578	2008-12-14 00:00:00
2001-03-02 00:00:00	1,71	5,94	92,6	                	2001-10-29 00:00:00	46,01	2008-08-29 00:00:00	628	2008-12-15 00:00:00
2001-03-03 00:00:00	1,4	6,17	414,4	                	2001-10-30 00:00:00	46	2008-08-30 00:00:00	530	2008-12-16 00:00:00
2001-03-04 00:00:00	1,58	7,85	673,6	                	2001-10-31 00:00:00	46,02	2008-08-31 00:00:00	548	2008-12-17 00:00:00
2001-03-05 00:00:00	1,44	7,56	829,2	                	2001-11-01 00:00:00	46,01	2008-09-01 00:00:00	622	2008-12-18 00:00:00
2001-03-06 00:00:00	1,35	7,66	973,4	                	2001-11-02 00:00:00	46,01	2008-09-02 00:00:00	775	2008-12-19 00:00:00
2001-03-07 00:00:00	1,31	6,79	411,2	                	2001-11-03 00:00:00	38,23	2008-09-03 00:00:00	667	2008-12-20 00:00:00
2001-03-08 00:00:00	1,29	7,26	317,3	                	2001-11-04 00:00:00	40,08	2008-09-04 00:00:00	532	2008-12-21 00:00:00
2001-03-09 00:00:00	1,3	7,68	265,2	                	2001-11-05 00:00:00	57,36	2008-09-05 00:00:00	445	2008-12-22 00:00:00
2001-03-10 00:00:00	1,31	7,8	249,9	                	2001-11-06 00:00:00	59,27	2008-09-06 00:00:00	384	2008-12-23 00:00:00
2001-03-11 00:00:00	1,29	7,49	263,2	                	2001-11-07 00:00:00	56,91	2008-09-07 00:00:00	329	2008-12-24 00:00:00
2001-03-12 00:00:00	11,68	7,56	254,9	                	2001-11-08 00:00:00	62,58	2008-09-08 00:00:00	296	2008-12-25 00:00:00
2001-03-13 00:00:00	23,42	7,52	273,5	                	2001-11-09 00:00:00	55,61	2008-09-09 00:00:00	272	2008-12-26 00:00:00
2001-03-14 00:00:00	15,62	7,14	250,4	                	2001-11-10 00:00:00	60,19	2008-09-10 00:00:00	247	2008-12-27 00:00:00
2001-03-15 00:00:00	7,94	6,93	217,4	                	2001-11-11 00:00:00	49,22	2008-09-11 00:00:00	251	2008-12-28 00:00:00
2001-03-16 00:00:00	2,14	6,65	200,4	                	2001-11-12 00:00:00	63,37	2008-09-12 00:00:00	241	2008-12-29 00:00:00
2001-03-17 00:00:00	1,56	6,69	171,6	70,8	2001-11-13 00:00:00	63,34	2008-09-13 00:00:00	237	2008-12-30 00:00:00
2001-03-18 00:00:00	1,49	6,62	159,8	188,2	2001-11-14 00:00:00	63,27	2008-09-14 00:00:00	220	2008-12-31 00:00:00
2001-03-19 00:00:00	1,49	6,66	156,2	110,3	2001-11-15 00:00:00	63,31	2008-09-15 00:00:00	217	2009-01-01 00:00:00
2001-03-20 00:00:00	1,72	6,61	137,4	57,9	2001-11-16 00:00:00	46,38	2008-09-16 00:00:00	224	2009-01-02 00:00:00
2001-03-21 00:00:00	1,03	6,43	129,5	                	2001-11-17 00:00:00	38,7	2008-09-17 00:00:00	212	2009-01-03 00:00:00
2001-03-22 00:00:00	15,07	6,27	141,6	                	2001-11-18 00:00:00	41,73	2008-09-18 00:00:00	202	2009-01-04 00:00:00
2001-03-23 00:00:00	17,62	6,31	141,5	                	2001-11-19 00:00:00	33,04	2008-09-19 00:00:00	188	2009-01-05 00:00:00
2001-03-24 00:00:00	7,65	6,37	146,9	                	2001-11-20 00:00:00	40,49	2008-09-20 00:00:00	170	2009-01-06 00:00:00
2001-03-25 00:00:00	12,03	6,42	144,8	                	2001-11-21 00:00:00	31,16	2008-09-21 00:00:00	160	2009-01-07 00:00:00
2001-03-26 00:00:00	15,15	6,5	126,7	                	2001-11-22 00:00:00	41,58	2008-09-22 00:00:00	166	2009-01-08 00:00:00
2001-03-27 00:00:00	12,06	6,55	117,7	                	2001-11-23 00:00:00	50,59	2008-09-23 00:00:00	161	2009-01-09 00:00:00
2001-03-28 00:00:00	12,68	6,43	128,2	                	2001-11-24 00:00:00	43,36	2008-09-24 00:00:00	158	2009-01-10 00:00:00
2001-03-29 00:00:00	12,06	6,09	121,3	                	2001-11-25 00:00:00	33,76	2008-09-25 00:00:00	153	2009-01-11 00:00:00
2001-03-30 00:00:00	6,18	6,16	110,6	                	2001-11-26 00:00:00	39,27	2008-09-26 00:00:00	149	2009-01-12 00:00:00
2001-03-31 00:00:00	5,66	5,54	123,9	                	2001-11-27 00:00:00	38,5	2008-09-27 00:00:00	145	2009-01-13 00:00:00
2001-04-01 00:00:00	11,53	5,56	169,9	                	2001-11-28 00:00:00	39,31	2008-09-28 00:00:00	144	2009-01-14 00:00:00
2001-04-02 00:00:00	1,68	4,35	132,3	                	2001-11-29 00:00:00	40,18	2008-09-29 00:00:00	177	2009-01-15 00:00:00
2001-04-03 00:00:00	1,68	3,92	112,2	                	2001-11-30 00:00:00	42,7	2008-09-30 00:00:00	197	2009-01-16 00:00:00
2001-04-04 00:00:00	1,67	3,6	96,3	                	2001-12-01 00:00:00	109,16	2008-10-01 00:00:00	176	2009-01-17 00:00:00
2001-04-05 00:00:00	1,68	3,24	84,3	                	2001-12-02 00:00:00	65,17	2008-10-02 00:00:00	172	2009-01-18 00:00:00
